creative_id,ad_id,product_id,product_category,advertiser_id,industry
3521502,3033074,\N,18,12827,73
3621989,3118268,11770,8,27042,277
3692590,3177519,1033,2,964,317
3692595,3177522,1033,2,964,317
3954711,3397173,1033,2,964,317
4100512,3518965,\N,18,12827,73
4203288,3605833,1033,2,964,317
4213128,3614333,\N,5,37455,73
68587,63389,\N,18,14681,88
421447,375733,\N,18,34508,47
430586,383359,\N,18,27843,47
430586,383359,\N,18,27843,47
430586,383359,\N,18,27843,47
459646,408647,\N,18,34508,47
747958,661320,\N,18,27843,47
1271112,1111367,\N,18,27843,47
2356782,2031969,\N,18,25260,47
2785305,2394728,129,2,42272,6
2894206,2487908,1261,2,2623,6
41423,39556,4881,3,15040,240
649132,576261,\N,12,18103,54
882346,777689,\N,18,10989,6
882346,777689,\N,18,10989,6
981521,863333,\N,5,15855,89
1129849,990592,\N,18,2003,40
1561626,1356237,8954,3,7000,247
1837001,1590601,\N,12,10989,6
2479996,2136140,30383,3,34475,26
3166820,2724689,\N,18,36245,47
3539841,3048417,\N,18,36243,47
3863322,3319597,23,2,21659,\N
13715,15111,26858,3,2092,60
26671,27088,\N,18,10989,292
66117,61161,27190,3,9076,161
72086,66558,26940,3,6246,57
1252593,1095804,\N,18,10989,6
1443129,1257882,\N,18,25260,47
1572490,1365306,26976,3,887,183
1787055,1547613,\N,18,10989,291
1887438,1633985,\N,18,10989,6
4377799,3753631,\N,18,14682,6
10912,12353,\N,18,1148,277
19219,20351,\N,12,10986,232
32571,31960,129,2,22123,6
50848,47468,\N,12,10989,326
58258,54114,1862,2,27218,238
74258,68457,\N,12,22582,40
81389,74685,\N,12,10989,107
96192,87644,\N,18,25260,47
108136,98164,\N,12,10989,291
108136,98164,\N,12,10989,291
114711,103725,38074,17,9096,\N
158336,141980,\N,18,28446,40
177506,159191,154,2,14002,319
210823,189440,\N,18,7273,322
383839,342912,34138,5,11985,73
582085,517674,44235,17,15813,\N
641770,569805,42985,17,14186,\N
746898,660415,39519,17,32974,\N
803212,708965,\N,18,37355,322
889098,783659,1751,2,27955,238
889379,783898,\N,18,10699,322
946388,833525,\N,12,10986,328
1002034,880852,\N,18,10699,322
1020931,897264,35420,17,10819,\N
1066098,935907,\N,18,37357,322
1307205,1142938,\N,12,10989,6
1466582,1277394,\N,18,40293,36
1475534,1284985,\N,18,17281,247
1525005,1325668,\N,12,22237,54
1566967,1360617,\N,12,10986,205
1583375,1374495,\N,5,10568,296
1949461,1687060,42050,17,51018,\N
2027357,1746643,2400,2,40575,246
2353377,2029118,\N,12,10986,6
2383273,2054677,\N,5,8440,297
2611191,2247606,2400,2,40575,246
2736112,2352939,39519,17,38079,\N
2801457,2408244,\N,12,1148,277
3134243,2696626,43320,17,15612,\N
3256449,2801471,\N,12,24922,86
3303986,2842521,\N,5,22298,292
3787421,3256169,\N,12,10989,6
3849326,3307901,\N,12,149,26
3856576,3313959,37933,17,7516,\N
32571,31960,129,2,22123,6
86337,79026,1769,2,13792,319
86337,79026,1769,2,13792,319
96824,88224,1769,2,13792,319
96824,88224,1769,2,13792,319
96824,88224,1769,2,13792,319
255034,229380,\N,18,8037,322
282418,254157,\N,18,10698,322
335891,301614,1828,2,24861,322
515146,458242,129,2,22126,6
654306,581019,1674,2,15393,322
736043,651055,1261,2,6783,6
1120660,982771,\N,18,14681,297
1401244,1222742,\N,18,14681,297
1909879,1653208,\N,18,14681,88
2230894,1925694,\N,18,14682,329
3016813,2594554,\N,16,33034,\N
3072255,2642300,1261,2,6783,6
3349471,2882026,\N,18,14681,88
3896411,3347203,\N,18,14682,216
81529,74798,\N,18,10989,88
168006,150598,\N,5,20162,289
202918,182244,1261,2,2623,6
269322,242135,\N,5,22137,6
332897,299060,\N,5,22137,6
528037,469712,\N,18,33237,248
629033,558533,\N,5,11896,297
690459,611735,\N,18,39110,319
882327,777670,\N,18,10989,6
897445,791105,1261,2,10988,6
1405653,1226459,\N,18,14681,88
1463085,1274501,\N,18,14681,292
2498296,2151621,1810,2,21095,319
3011792,2590258,\N,5,19658,73
3415457,2939842,\N,5,22137,73
2314,3027,29,2,817,317
4536,5555,\N,18,1264,168
11470,12904,129,2,20029,6
15642,17026,116,2,15218,317
15761,17143,116,2,15218,317
15761,17143,116,2,15218,317
15761,17143,116,2,15218,317
15761,17143,116,2,15218,317
15761,17143,116,2,15218,317
15761,17143,116,2,15218,317
15761,17143,116,2,15218,317
15761,17143,116,2,15218,317
15761,17143,116,2,15218,317
15761,17143,116,2,15218,317
15761,17143,116,2,15218,317
15761,17143,116,2,15218,317
15761,17143,116,2,15218,317
15761,17143,116,2,15218,317
21851,22724,63,2,19409,317
21852,22725,63,2,19409,317
21852,22725,63,2,19409,317
21852,22725,63,2,19409,317
24864,25468,116,2,15218,317
24864,25468,116,2,15218,317
24866,25470,116,2,15218,317
24866,25470,116,2,15218,317
24867,25471,116,2,15218,317
24867,25471,116,2,15218,317
24867,25471,116,2,15218,317
24867,25471,116,2,15218,317
24867,25471,116,2,15218,317
24867,25471,116,2,15218,317
24867,25471,116,2,15218,317
29606,29604,111,2,17284,242
32384,31821,129,2,22123,6
33194,32522,129,2,16526,6
34649,33597,129,2,22123,6
37605,36260,129,2,24999,6
49309,46114,1894,2,24524,322
51427,48015,116,2,15218,317
51438,48025,116,2,15218,317
54150,50437,\N,12,10989,202
92736,84661,1268,2,1295,5
108125,98153,\N,12,10989,297
108133,98161,\N,12,10989,291
112971,102200,129,2,16526,6
125308,112866,1064,2,33664,242
128331,115519,111,2,16176,242
135978,122195,63,2,8380,317
194906,174901,\N,5,22255,86
223719,200769,\N,18,953,271
307564,276148,129,2,20029,6
416289,371547,129,2,16526,6
416799,371973,1064,2,32564,242
422616,376642,\N,18,955,173
540615,480893,63,2,19409,317
540698,480971,63,2,19409,317
541008,481264,63,2,8380,317
563265,500842,129,2,22354,6
577196,513325,111,2,17284,242
620303,550818,63,2,8380,317
640995,569177,154,2,14002,319
710024,628583,1261,2,41347,6
725592,641925,129,2,20029,6
789729,697298,1261,2,41347,6
1037290,911104,63,2,19409,317
1037290,911104,63,2,19409,317
1037290,911104,63,2,19409,317
1040048,913538,\N,12,13855,54
1141120,1000347,111,2,24082,242
1184952,1037268,1261,2,41347,6
1240582,1085199,116,2,15218,317
1240582,1085199,116,2,15218,317
1240582,1085199,116,2,15218,317
1351835,1181491,1064,2,30332,242
1362136,1190160,1250,2,43543,321
1386236,1210141,1050,2,44008,321
1516323,1318301,63,2,19409,317
1516323,1318301,63,2,19409,317
1516323,1318301,63,2,19409,317
1516323,1318301,63,2,19409,317
1516323,1318301,63,2,19409,317
1516323,1318301,63,2,19409,317
1516323,1318301,63,2,19409,317
1523708,1324614,1064,2,30332,242
1571537,1364567,111,2,14483,242
1583375,1374495,\N,5,10568,296
1680858,1456486,63,2,8380,317
1681016,1456627,63,2,8380,317
1886506,1633169,129,2,16526,6
1979949,1712840,1064,2,33664,242
1981328,1714079,111,2,24082,242
1983645,1716027,111,2,24082,242
1983646,1716028,111,2,24082,242
2013554,1741105,116,2,15218,317
2020531,1746742,111,2,17284,242
2059903,1780165,63,2,8381,317
2185085,1886342,116,2,15218,317
2218275,1914803,63,2,19409,317
2253968,1945149,111,2,45846,242
2308955,1991697,1674,2,17018,322
2761617,2374826,111,2,17284,242
2803344,2409905,111,2,17284,242
2825309,2428939,111,2,17284,242
2851531,2451456,1469,2,41968,21
2863116,2461631,116,2,15218,317
2899831,2492668,1064,2,48030,242
2937041,2525228,111,2,17284,242
2956427,2542055,3094,2,39247,248
2960561,2545473,\N,12,18086,200
3003236,2583070,91,2,10863,161
3038094,2612641,3475,13,11936,247
3189250,2743760,2400,2,38357,246
3378928,2907813,1261,2,2623,6
3481899,2998518,111,2,24082,242
3484331,3000604,111,2,24082,242
3555012,3061054,111,2,24082,242
3555012,3061054,111,2,24082,242
3654599,3145958,\N,12,8371,54
3740998,3217941,1469,2,41955,21
3749169,3224705,111,2,57380,242
4065967,3489859,\N,12,10999,26
24333,24966,87,2,22885,318
24687,25312,161,2,16582,231
49891,46642,\N,18,25963,111
50244,46957,1377,2,10334,5
51508,48090,\N,18,25961,116
64667,59874,1377,2,10334,5
64667,59874,1377,2,10334,5
64667,59874,1377,2,10334,5
72773,67139,1377,2,10334,5
157127,140866,1370,2,1132,319
433126,385534,1674,2,18492,322
759812,671657,1370,2,28569,319
1134071,994305,2435,13,1049,252
1371132,1198117,36256,17,38079,\N
1390120,1213400,87,2,22885,318
1742192,1508571,\N,18,21078,25
2242380,1935505,58,2,9143,6
2490923,2145469,2103,2,52193,322
2494108,2148132,2103,2,52193,322
2494108,2148132,2103,2,52193,322
2499093,2152302,\N,8,631,292
2516876,2167446,1377,2,10334,277
2516876,2167446,1377,2,10334,277
2772620,2384145,1370,2,39232,319
2785305,2394728,129,2,42272,6
2799737,2406770,\N,5,18933,147
2808726,2414740,1574,2,10115,322
2851107,2451117,58,2,14689,6
3009189,2588054,2103,2,52193,322
3055049,2627331,2684,13,30795,247
3056943,2629040,1894,2,24524,322
3203408,2756152,2103,2,52193,322
3329974,2864795,1828,2,40762,322
3515449,3027782,164,2,41149,320
3534731,3044285,1377,2,10334,5
3872503,3327076,1849,2,56646,317
4086109,3506943,\N,18,27045,207
4404509,3776660,\N,18,14681,6
4422022,3791773,\N,18,27045,207
37298,36050,1377,2,10334,5
37298,36050,1377,2,10334,5
66766,61745,23,2,19369,319
127109,114418,\N,18,10698,322
421447,375733,\N,18,34508,47
430586,383359,\N,18,27843,47
1116981,979687,\N,18,34503,47
1145367,1003786,\N,18,27843,47
1147498,1005714,83,2,17580,321
1299261,1136097,\N,18,955,171
1363622,1191453,1507,2,29359,322
2410080,2076961,\N,18,27090,27
2639577,2271868,\N,18,14682,88
2878871,2474920,1849,2,52036,317
2878871,2474920,1849,2,52036,317
2937658,2525747,1849,2,52036,317
2947376,2534292,1234,2,11990,321
2997877,2578393,82,2,18664,319
3240215,2787416,1849,2,55719,317
3240215,2787416,1849,2,55719,317
3261595,2806031,\N,18,955,173
3298115,2837545,\N,18,40090,47
3305866,2844064,1604,2,22872,319
3306873,2844942,\N,18,26006,47
3377655,2906680,\N,18,953,126
3402864,2928524,\N,18,953,171
3433017,2955394,\N,18,40090,47
3502724,3016679,\N,18,22897,47
3526110,3037057,2400,2,52457,246
3527077,3037862,\N,18,14681,86
3527816,3038406,\N,18,27843,47
3548805,3055734,82,2,18664,319
3548805,3055734,82,2,18664,319
3580263,3082533,\N,18,1264,54
3590489,3091249,\N,18,40090,47
3596850,3096828,\N,18,27843,47
3661229,3151377,129,2,18562,6
3666088,3155293,\N,18,40090,47
3692590,3177519,1033,2,964,317
3716439,3170354,\N,18,34504,47
3793660,3261268,111,2,14024,242
3831527,3292787,136,2,8272,6
3851260,3309523,1249,2,46137,317
3856368,3313778,\N,18,14681,6
3859029,3315988,\N,18,14682,205
3934184,3379704,\N,18,36243,47
3963713,3404751,\N,18,14682,6
3971869,3411611,\N,18,14682,6
4013730,3446097,\N,18,14681,6
4023532,3454403,1849,2,55719,317
4023790,3454626,\N,18,14681,6
4033731,3462736,\N,5,23581,89
4037325,3465754,\N,5,19683,109
4050930,3477091,1249,2,46137,317
4054696,3480246,1849,2,57777,317
4148611,3559101,\N,18,9058,6
4165573,3573521,1849,2,57777,317
4206579,3608709,\N,18,14682,219
4291385,3680682,1033,2,958,317
4291893,3681107,1033,2,958,317
4324505,3708466,\N,18,13558,296
7400,8817,1400,2,768,317
13411,14836,58,2,15762,6
14197,15580,58,2,15762,6
53636,49966,1261,2,6783,6
112152,101478,\N,18,34505,47
122388,110271,1370,2,16322,319
122388,110271,1370,2,16322,319
146787,131806,1370,2,16322,319
178995,160504,1370,2,16322,319
245056,220351,\N,18,9058,6
262543,236189,1370,2,1132,319
560236,498325,1334,2,24271,317
586466,521466,1370,2,16322,319
587785,522496,1370,2,16322,319
625529,555472,1370,2,1132,319
626328,556177,1370,2,1132,319
709564,628191,1810,2,24738,319
1306395,1142215,\N,18,27843,47
1485577,1293055,1567,2,34461,6
2361415,2036002,1261,2,6783,6
18263,19463,\N,18,17597,40
22850,23624,1076,2,18422,54
45360,42530,36575,4,11486,\N
46685,43737,\N,18,5883,40
76500,70467,\N,18,25576,54
77257,71140,1377,2,10334,5
79575,73165,\N,18,23980,54
80038,73536,\N,18,24962,54
80038,73536,\N,18,24962,54
91582,83723,\N,18,9061,54
91582,83723,\N,18,9061,54
92098,84118,134,2,19757,322
103346,93905,\N,18,9061,54
120599,108769,1828,2,27394,322
121901,109844,1828,2,27394,322
159312,142820,\N,18,8371,54
226837,203604,1261,2,10987,6
270745,243485,\N,12,20934,302
304118,273087,\N,18,13732,6
304118,273087,\N,18,13732,6
317786,285481,\N,8,1430,\N
363020,327895,1828,2,19429,322
430586,383359,\N,18,27843,47
548859,488265,1674,2,15398,322
746576,660123,1452,2,31931,322
766519,677343,1786,2,30523,322
791040,698425,1786,2,36384,322
987685,868542,1862,2,21109,238
1072798,941625,15564,8,41376,277
1234158,1079628,1828,2,24859,322
1428472,1245632,1786,2,30651,322
1456754,1269255,1261,2,918,6
1621324,1405903,1064,2,39252,242
1659027,1437975,1261,2,7115,6
1662565,1441020,\N,18,13732,6
1662565,1441020,\N,18,13732,6
1662670,1441117,\N,18,13732,88
1705570,1477145,1873,2,31365,322
1881657,1628918,\N,7,5959,\N
1968225,1702957,58,2,14689,6
1973427,1707317,2258,2,45038,322
2028470,1753555,1786,2,39500,322
2089329,1805013,1674,2,12801,322
2263678,1953304,1674,2,23059,322
2343100,2020370,29433,2,20377,238
2569455,2212622,39519,17,36428,\N
2615511,2251313,\N,18,23979,54
2631381,2264917,1786,2,39500,322
2705042,2327228,42613,4,320,\N
2768489,2380656,2258,2,48607,322
2777463,2388306,\N,18,21383,54
2848316,2448734,\N,18,23980,54
2854673,2454179,1873,2,49154,322
2907622,2499285,2258,2,31373,322
2958444,2543707,1828,2,53393,322
2967431,2551307,1755,2,18512,322
2980164,2562905,1786,2,30523,322
2984741,2567127,1674,2,17883,322
3012723,2591020,\N,18,34061,176
3032431,2607893,1261,2,918,6
3136704,2698685,\N,18,9301,322
3138510,2700264,\N,18,9301,322
3170804,2728252,\N,18,23980,54
3171388,2728728,1836,2,20049,322
3222934,2772906,2258,2,34813,322
3251622,2797281,\N,18,10699,322
3486657,3002651,2400,2,40575,246
3487091,3003025,2258,2,48607,322
3617414,3114255,2400,2,38357,246
3644228,3137134,\N,18,13732,6
3660940,3151153,\N,18,24894,319
3796716,3263778,2400,2,40575,246
3862214,3318701,\N,18,18088,25
3919207,3366834,\N,18,10698,322
2071,2776,1334,2,8058,317
5117,6326,\N,18,2807,200
6831,8235,\N,5,62,1
9904,11354,1323,2,818,319
12838,14271,140,2,10690,317
12838,14271,140,2,10690,317
12838,14271,140,2,10690,317
15467,16853,23,2,6283,319
15953,17330,154,2,8878,319
16470,17820,1261,2,10925,6
31279,30968,1769,2,13792,319
37298,36050,1377,2,10334,5
39906,38241,1377,2,10581,5
40027,38336,1447,2,24691,238
47512,44540,1377,2,10334,5
47512,44540,1377,2,10334,5
48879,45747,1892,2,21298,319
50485,47155,1447,2,24691,238
57976,53858,154,2,8878,319
57976,53858,154,2,8878,319
59808,55477,1261,2,6783,6
63272,58628,1261,2,6783,6
69592,64337,128,2,16473,317
82891,75991,1220,2,24416,116
96310,87755,23,2,34275,319
133060,119569,2147,2,25761,238
133060,119569,2147,2,25761,238
146787,131806,1370,2,16322,319
146787,131806,1370,2,16322,319
168186,150746,23,2,19574,319
168570,151097,23,2,19574,319
168570,151097,23,2,19574,319
168570,151097,23,2,19574,319
168570,151097,23,2,19574,319
169245,151735,2751,2,35587,238
182928,164046,1326,2,4751,321
274916,247455,1261,2,2623,6
355069,318608,1305,2,13863,319
394007,351850,1383,2,20509,317
446827,397279,2727,2,40900,238
477063,424394,1766,2,36780,319
525935,467827,11533,8,26622,327
550021,489276,\N,18,6621,133
554698,493532,1766,2,33097,319
599699,532988,\N,18,9058,6
599699,532988,\N,18,9058,6
618634,549321,1334,2,29079,317
628516,558078,1679,2,36008,317
636899,565613,107,2,2850,317
636899,565613,107,2,2850,317
640995,569177,154,2,14002,319
671428,595361,154,2,8877,319
706483,625610,1370,2,37904,319
716537,634072,1261,2,41347,6
749133,662369,14098,8,37095,328
752860,665577,1447,2,24691,238
944877,832217,128,2,16473,317
1150677,1008001,154,2,8877,319
1215795,1063903,\N,18,14681,6
1251212,1094570,\N,18,14681,288
1252062,1095314,129,2,20033,6
1329083,1161957,154,2,8878,319
1394359,1216950,128,2,16473,317
1394359,1216950,128,2,16473,317
1471925,1281925,\N,18,9058,6
1473500,1283221,1766,2,42161,319
1473500,1283221,1766,2,42161,319
1482156,1290288,1766,2,36608,319
1501635,1305713,1766,2,37258,319
1574731,1367165,1766,2,42161,319
1611310,1397513,1766,2,37959,319
1629662,1412856,1334,2,29079,317
1634872,1417253,1032,2,18408,238
1662670,1441117,\N,18,13732,88
1668098,1445560,1234,2,11990,321
1686641,1461276,1766,2,37254,319
1687281,1461785,1766,2,39099,319
1687783,1462174,1766,2,39099,319
1736232,1503344,2065,2,32762,238
1762422,1526064,1766,2,17442,319
1787524,1547986,1766,2,33097,319
1836220,1589886,1766,2,34448,319
1855345,1606296,16570,8,46486,73
1920006,1661836,1766,2,37258,319
1959498,1695497,1334,2,28143,317
1965989,1701040,1766,2,17442,319
1970526,1704864,1766,2,42134,319
2058872,1779335,63,2,19409,317
2100129,1814119,23,2,34275,319
2122965,1833568,\N,5,14056,73
2148660,1855385,2451,2,35175,238
2149748,1856256,3499,2,51009,238
2163375,1867806,1261,2,7026,6
2163375,1867806,1261,2,7026,6
2163375,1867806,1261,2,7026,6
2169565,1873025,\N,18,7976,25
2227797,1922909,\N,18,41740,36
2289557,1975136,\N,18,25144,54
2298630,1982913,\N,8,46633,291
2334278,2012986,2147,2,50460,238
2376241,2048674,\N,18,36228,176
2393437,2063219,1032,2,18408,238
2497153,2150638,1224,2,17490,319
2500679,2153647,2727,2,40900,238
2501649,2154467,1531,2,22965,319
2518188,2168582,3215,2,53612,238
2540323,2187671,\N,18,7678,25
2546264,2192622,3215,2,53612,238
2548898,2194867,3294,2,53611,238
2804198,2410729,\N,18,14681,6
2892593,2486539,3294,2,53611,238
2897982,2491097,3499,2,51009,238
2927855,2517168,1810,2,36976,319
2966538,2550551,\N,18,953,133
2980913,2563595,\N,5,14668,147
3083251,2651870,\N,5,20817,202
3088380,2656397,\N,5,15515,73
3135943,2698012,\N,8,631,292
3189638,2744099,\N,5,13633,217
3263739,2807803,23,2,1479,319
3267184,2810686,3740,2,54968,238
3280170,2821922,3740,2,54282,238
3304403,2842869,3740,2,54280,238
3319579,2855986,1370,2,41656,319
3457257,2976617,\N,5,12465,217
3460830,2979746,\N,5,19658,109
3464419,2982910,23,2,34274,319
3480550,2997305,\N,5,7283,220
3508003,3021288,\N,18,14682,326
3524324,3035535,29433,2,32963,238
3539816,3048399,\N,18,14682,88
3586993,3088232,1370,2,16322,319
3597904,3097749,80,2,10686,238
3642298,3135558,23,2,34275,319
3665966,3155191,23,2,34275,319
3665966,3155191,23,2,34275,319
3683031,3169446,3286,2,56292,319
3696365,3180601,1032,2,18408,238
3745209,3221450,40024,4,52921,\N
3752910,3227665,1370,2,1132,319
3777111,3247753,13953,8,10725,217
3821697,3284460,23,2,19574,319
3849310,3307889,23,2,57383,319
3858825,3315830,1261,2,19056,6
3877668,3331385,1032,2,18408,238
3881020,3334196,23,2,34277,319
3944848,3388757,1261,2,10988,6
3997730,3432706,1261,2,7026,6
4002206,3436496,23,2,57169,319
4081812,3503231,\N,18,14682,6
4178123,3584305,23,2,34275,319
4410659,3781958,1810,2,28074,319
4414716,3785473,1810,2,28074,319
11526,12953,6514,3,5202,247
42830,40770,\N,18,14360,205
47512,44540,1377,2,10334,5
47569,44591,1377,2,24975,5
173448,155578,1540,2,23675,255
187448,168175,\N,18,8385,6
362344,327258,\N,18,28635,28
430299,383106,1753,2,7272,322
696896,617306,\N,18,8385,6
1779097,1540576,\N,18,14681,297
2228265,1923329,1356,2,10432,261
2554038,2199303,8724,3,33233,253
2773130,2384582,8724,3,48269,253
2807564,2413721,2400,2,54222,246
3386111,2913901,8895,3,51362,247
4204159,3606643,9500,3,36742,248
4321223,3705656,9404,3,61915,253
3927,4979,\N,12,1148,277
9279,10767,1759,2,18523,238
15048,16461,63,2,19409,317
24333,24966,87,2,22885,318
38201,36744,\N,12,20714,300
63440,58787,87,2,22885,318
81234,74563,143,2,13295,317
93928,85620,1036,2,8520,319
94024,85594,1036,2,8520,319
94024,85594,1036,2,8520,319
108745,98569,1036,2,8520,319
119718,108094,1036,2,8520,319
142680,128157,1036,2,8520,319
142719,128197,1036,2,8520,319
142782,128260,1036,2,8520,319
153653,137771,\N,18,27346,54
161121,144535,\N,18,8200,40
196062,175962,\N,5,10568,296
213021,191503,\N,5,22298,288
230303,206776,41655,17,30122,\N
242777,218134,\N,18,33577,21
303782,272769,\N,18,25911,200
398735,356115,1828,2,31307,322
441462,392680,87,2,22885,318
441518,392725,87,2,22885,318
466172,414238,\N,18,23131,25
548329,487786,\N,5,33900,82
562802,500457,1674,2,17018,322
563408,500963,\N,18,16184,200
873818,770192,2258,2,32103,322
945937,833173,1351,2,41987,322
1104365,969007,1786,2,36209,322
1143149,1001982,87,2,22885,318
1309891,1145338,1828,2,16774,322
1337100,1168849,\N,18,105,317
1366494,1193944,87,2,22885,318
1401178,1222679,1036,2,8520,319
1403674,1224831,1036,2,8520,319
1416330,1235583,\N,18,46016,47
1483678,1291547,1873,2,31365,322
1540530,1338552,1751,2,27955,238
1544592,1341820,87,2,22885,318
1626899,1410507,87,2,22885,318
1662256,1440755,1567,2,16320,6
1695685,1468846,1567,2,16320,6
1704380,1476175,\N,18,24035,74
1782609,1543744,63,2,8381,317
1877278,1625240,119,2,24033,322
1897484,1642652,10909,8,10766,73
1934638,1674190,63,2,8381,317
2027356,1746643,2400,2,40575,246
2027356,1746643,2400,2,40575,246
2027357,1746643,2400,2,40575,246
2027357,1746643,2400,2,40575,246
2027357,1746643,2400,2,40575,246
2027357,1746643,2400,2,40575,246
2059891,1780154,63,2,8381,317
2134387,1843331,2400,2,38357,246
2183068,1884574,33320,5,2204,73
2192811,1892860,2135,2,24117,250
2211664,1909199,2887,2,31074,252
2227216,1922426,1786,2,36384,322
2227216,1922426,1786,2,36384,322
2265538,1954892,\N,18,25911,203
2273978,1962070,2171,2,46499,322
2288187,1973953,\N,5,11931,295
2310182,1992722,1894,2,24896,322
2325978,2005975,2258,2,48608,322
2356085,2031401,\N,5,11931,297
2356085,2031401,\N,5,11931,297
2547444,2193626,3109,2,27279,247
2569753,2212877,1404,2,34007,2
2581914,2223258,2258,2,31373,322
2614324,2250276,146,2,38038,230
2620131,2255293,1036,2,8520,319
2620131,2255293,1036,2,8520,319
2623707,2258347,1894,2,24896,322
2715094,2335519,\N,18,27818,74
2839827,2441330,1873,2,31365,322
2839829,2441330,1873,2,31365,322
2918640,2509142,\N,5,11931,295
2966435,2550461,1828,2,40762,322
2997194,2577804,1894,2,24524,322
3062242,2633739,2887,2,52261,247
3148941,2709074,2400,2,40575,246
3346980,2879763,1786,2,44699,322
3629285,3124449,2400,2,40575,246
3640713,3134157,2258,2,48608,322
3768179,3240241,\N,18,25998,26
3777983,3248469,1828,2,40762,322
3914483,3362690,87,2,58611,318
3914779,3362912,87,2,58611,318
4049499,3475912,1567,2,16320,6
1852,2538,\N,5,7278,6
69319,64080,\N,18,30825,322
69339,64099,27063,3,17243,319
82261,75437,8518,3,31462,21
91934,83984,8518,3,28661,21
91935,83984,8518,3,28661,21
112831,102085,8518,3,31462,21
203686,182889,\N,18,5883,40
342087,307092,\N,18,30907,322
417690,372742,\N,18,2003,40
459150,408222,31844,3,32717,321
654508,581187,27031,3,1835,317
882344,777688,\N,18,10989,297
882344,777688,\N,18,10989,297
1130294,990980,\N,18,2003,40
1357926,1186619,\N,18,10955,238
1363755,1191575,\N,5,22716,99
1395359,1217797,\N,18,39177,322
1407202,1227777,\N,18,14421,289
1624389,1408433,8828,3,32505,247
1671327,1448362,8988,3,41525,253
1881449,1628742,\N,18,10990,6
2037496,1761133,189,3,22963,329
2189107,1889712,26940,3,23197,57
2215670,1912585,27031,3,32735,317
2370176,2043552,643,3,7026,6
2504224,2156639,29664,3,34377,242
2573071,2215674,27031,3,42171,317
2844004,2444998,992,3,4751,321
2844004,2444998,992,3,4751,321
3074482,2644255,8518,3,35952,21
3084307,2652815,\N,5,52469,202
3096193,2663246,27031,3,42171,317
3263932,2807952,27031,3,32735,317
3333445,2867903,27063,3,28091,319
3447833,2968433,\N,18,4659,230
3731363,3209764,\N,18,10955,238
4089042,3509332,\N,18,39111,319
4097183,3516142,\N,18,24894,319
